"filename", "language", "JavaScript", "JavaScript JSX", "CSS", "XML", "comment", "blank", "total"
"/Users/andrearizza/Desktop/react/wehub/src/App.css", "CSS", 0, 0, 6, 0, 0, 5, 11
"/Users/andrearizza/Desktop/react/wehub/src/App.js", "JavaScript", 102, 0, 0, 0, 60, 34, 196
"/Users/andrearizza/Desktop/react/wehub/src/App.test.js", "JavaScript", 7, 0, 0, 0, 0, 2, 9
"/Users/andrearizza/Desktop/react/wehub/src/RegisterComponent.jsx", "JavaScript JSX", 0, 38, 0, 0, 0, 3, 41
"/Users/andrearizza/Desktop/react/wehub/src/components/BasicDataPicker.jsx", "JavaScript JSX", 0, 48, 0, 0, 0, 2, 50
"/Users/andrearizza/Desktop/react/wehub/src/components/BoxUser.jsx", "JavaScript JSX", 0, 147, 0, 0, 0, 5, 152
"/Users/andrearizza/Desktop/react/wehub/src/components/CustomCalendar.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 6, 40
"/Users/andrearizza/Desktop/react/wehub/src/components/CustomCalendar2.jsx", "JavaScript JSX", 0, 42, 0, 0, 0, 5, 47
"/Users/andrearizza/Desktop/react/wehub/src/components/LoginComponent.jsx", "JavaScript JSX", 0, 83, 0, 0, 0, 11, 94
"/Users/andrearizza/Desktop/react/wehub/src/components/LogoutComponent.jsx", "JavaScript JSX", 0, 55, 0, 0, 0, 11, 66
"/Users/andrearizza/Desktop/react/wehub/src/components/LogoutPopUp.jsx", "JavaScript JSX", 0, 59, 0, 0, 0, 3, 62
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBox.jsx", "JavaScript JSX", 0, 207, 0, 0, 0, 8, 215
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBox2.jsx", "JavaScript JSX", 0, 150, 0, 0, 0, 6, 156
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBoxGroups.jsx", "JavaScript JSX", 0, 163, 0, 0, 112, 14, 289
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBoxMIU.jsx", "JavaScript JSX", 0, 149, 0, 0, 127, 12, 288
"/Users/andrearizza/Desktop/react/wehub/src/components/MyButton.jsx", "JavaScript JSX", 0, 37, 0, 0, 0, 3, 40
"/Users/andrearizza/Desktop/react/wehub/src/components/MyDataGrid.jsx", "JavaScript JSX", 0, 87, 0, 0, 6, 16, 109
"/Users/andrearizza/Desktop/react/wehub/src/components/MyPopUp.jsx", "JavaScript JSX", 0, 88, 0, 0, 4, 6, 98
"/Users/andrearizza/Desktop/react/wehub/src/components/RegisterComponent.jsx", "JavaScript JSX", 0, 140, 0, 0, 3, 23, 166
"/Users/andrearizza/Desktop/react/wehub/src/components/SearchBox.jsx", "JavaScript JSX", 0, 199, 0, 0, 16, 8, 223
"/Users/andrearizza/Desktop/react/wehub/src/components/SearchComponent.jsx", "JavaScript JSX", 0, 68, 0, 0, 2, 4, 74
"/Users/andrearizza/Desktop/react/wehub/src/components/Sidebar.jsx", "JavaScript JSX", 0, 519, 0, 0, 6, 40, 565
"/Users/andrearizza/Desktop/react/wehub/src/components/SimpleData.jsx", "JavaScript JSX", 0, 29, 0, 0, 0, 4, 33
"/Users/andrearizza/Desktop/react/wehub/src/components/SimpleTable.jsx", "JavaScript JSX", 0, 25, 0, 0, 0, 3, 28
"/Users/andrearizza/Desktop/react/wehub/src/components/authenticate.jsx", "JavaScript JSX", 0, 18, 0, 0, 0, 13, 31
"/Users/andrearizza/Desktop/react/wehub/src/components/button/BagButton.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 5, 39
"/Users/andrearizza/Desktop/react/wehub/src/components/button/ClipButton.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 4, 38
"/Users/andrearizza/Desktop/react/wehub/src/components/button/DeleteButton.jsx", "JavaScript JSX", 0, 25, 0, 0, 0, 3, 28
"/Users/andrearizza/Desktop/react/wehub/src/components/button/EditButton.jsx", "JavaScript JSX", 0, 37, 0, 0, 0, 5, 42
"/Users/andrearizza/Desktop/react/wehub/src/components/button/EuroButton.jsx", "JavaScript JSX", 0, 25, 0, 0, 0, 4, 29
"/Users/andrearizza/Desktop/react/wehub/src/components/button/ListButton.jsx", "JavaScript JSX", 0, 36, 0, 0, 0, 4, 40
"/Users/andrearizza/Desktop/react/wehub/src/components/button/NoteButton.jsx", "JavaScript JSX", 0, 25, 0, 0, 0, 4, 29
"/Users/andrearizza/Desktop/react/wehub/src/components/button/PaperButton.jsx", "JavaScript JSX", 0, 26, 0, 0, 0, 7, 33
"/Users/andrearizza/Desktop/react/wehub/src/components/button/PersonInfoButton.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 5, 39
"/Users/andrearizza/Desktop/react/wehub/src/components/button/SearchButton.jsx", "JavaScript JSX", 0, 35, 0, 0, 0, 5, 40
"/Users/andrearizza/Desktop/react/wehub/src/components/button/SmileGreenIcon.jsx", "JavaScript JSX", 0, 10, 0, 0, 0, 3, 13
"/Users/andrearizza/Desktop/react/wehub/src/components/button/SmileOrangeIcon.jsx", "JavaScript JSX", 0, 10, 0, 0, 0, 2, 12
"/Users/andrearizza/Desktop/react/wehub/src/components/button/SmileRedIcon.jsx", "JavaScript JSX", 0, 10, 0, 0, 0, 2, 12
"/Users/andrearizza/Desktop/react/wehub/src/components/button/TimesheetButton.jsx", "JavaScript JSX", 0, 29, 0, 0, 0, 3, 32
"/Users/andrearizza/Desktop/react/wehub/src/components/button/VisibilityButton.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 6, 40
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/AssociazioniSearchBox.jsx", "JavaScript JSX", 0, 152, 0, 0, 4, 14, 170
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/AziendeSearchBox.jsx", "JavaScript JSX", 0, 219, 0, 0, 9, 23, 251
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/FatturazioneAttivaSearchBox.jsx", "JavaScript JSX", 0, 146, 0, 0, 3, 14, 163
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/FatturazionePassivaSearchBox.jsx", "JavaScript JSX", 0, 151, 0, 0, 3, 13, 167
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/FornitoriSearchBox.jsx", "JavaScript JSX", 0, 115, 0, 0, 4, 8, 127
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/HRSearchBox.jsx", "JavaScript JSX", 0, 113, 0, 0, 4, 9, 126
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/IntervisteSearchBox.jsx", "JavaScript JSX", 0, 161, 0, 0, 4, 16, 181
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/KeyPeopleSearchBox.jsx", "JavaScript JSX", 0, 208, 0, 0, 5, 24, 237
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/NeedMatchSearchBox.jsx", "JavaScript JSX", 0, 221, 0, 0, 5, 17, 243
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/NeedSearchBox.jsx", "JavaScript JSX", 0, 248, 0, 0, 4, 18, 270
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/ProgettiSearchBox.jsx", "JavaScript JSX", 0, 156, 0, 0, 3, 21, 180
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/RecruitingSearchBox.jsx", "JavaScript JSX", 0, 234, 0, 0, 4, 15, 253
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/TesoreriaSearchBox.jsx", "JavaScript JSX", 0, 112, 0, 0, 3, 6, 121
"/Users/andrearizza/Desktop/react/wehub/src/images/innotek.svg", "XML", 0, 0, 0, 3, 0, 1, 4
"/Users/andrearizza/Desktop/react/wehub/src/index.css", "CSS", 0, 0, 12, 0, 0, 2, 14
"/Users/andrearizza/Desktop/react/wehub/src/index.js", "JavaScript", 12, 0, 0, 0, 3, 3, 18
